day_of_week,is_weekend,month,menu_category,is_festival,festival_type,is_poya_day,temperature_avg,rainfall_mm,is_heavy_rain,supplier_invoice_qty,daily_demand_qty
5,0,7,2,0,2,0,32.3,3.9,0,198,169
5,0,7,0,0,2,0,26.5,14.8,0,128,111
5,0,7,3,0,2,0,32.2,0.9,0,132,119
5,0,7,1,0,2,0,32.2,0.5,0,130,92
6,0,7,3,0,2,0,32.2,1.5,0,189,151
6,0,7,1,0,2,0,26.5,0.9,0,113,93
6,0,7,2,0,2,0,26.4,11.4,0,111,82
6,0,7,4,0,2,0,27.0,14.5,0,119,87
6,0,7,0,0,2,0,26.1,0.7,0,90,70
4,0,7,3,0,2,0,28.1,1.1,0,139,126
4,0,7,1,0,2,0,28.6,1.7,0,92,66
4,0,7,2,0,2,0,27.5,6.6,0,174,156
4,0,7,4,0,2,0,26.5,17.3,0,199,143
4,0,7,0,0,2,0,29.4,1.4,0,171,146
0,0,7,0,0,2,0,27.3,1.7,0,97,84
0,0,7,4,0,2,0,31.8,0.2,0,135,107
0,0,7,1,0,2,0,27.0,3.9,0,191,142
0,0,7,3,0,2,0,27.1,2.6,0,89,74
0,0,7,2,0,2,0,32.1,2.3,0,174,135
2,1,7,3,0,2,0,31.4,7.9,0,94,80
2,1,7,1,0,2,0,26.9,3.3,0,111,123
2,1,7,2,0,2,0,28.6,0.9,0,161,158
2,1,7,4,0,2,0,30.6,3.3,0,117,128
2,1,7,0,0,2,0,28.5,7.9,0,97,85
3,1,7,4,0,2,0,27.6,3.2,0,104,110
3,1,7,3,0,2,0,30.9,2.2,0,175,154
3,1,7,1,0,2,0,27.4,12.1,0,180,179
3,1,7,2,0,2,0,31.2,2.9,0,93,96
3,1,7,0,0,2,0,28.0,0.6,0,199,178
1,0,7,0,0,2,0,31.9,6.4,0,141,134
1,0,7,2,0,2,0,30.0,0.6,0,157,120
1,0,7,4,0,2,0,32.6,9.0,0,155,130
1,0,7,1,0,2,0,32.3,3.7,0,117,110
1,0,7,3,0,2,0,28.0,1.0,0,188,151
5,0,7,3,0,2,0,26.2,1.2,0,164,151
5,0,7,1,0,2,0,27.7,1.2,0,92,79
5,0,7,2,0,2,0,30.2,0.2,0,195,173
5,0,7,4,0,2,0,27.1,2.5,0,94,70
5,0,7,0,0,2,0,28.1,1.1,0,170,121
6,0,7,4,0,2,0,30.9,10.9,0,193,154
6,0,7,2,0,2,0,27.1,2.7,0,161,133
6,0,7,0,0,2,0,31.8,0.7,0,164,146
6,0,7,3,0,2,0,28.0,0.9,0,169,152
6,0,7,1,0,2,0,30.1,0.0,0,107,95
4,0,7,3,0,2,0,26.3,4.2,0,162,138
4,0,7,1,0,2,0,32.4,2.9,0,174,127
4,0,7,2,0,2,0,30.4,1.3,0,136,110
4,0,7,4,0,2,0,31.9,0.7,0,178,158
4,0,7,0,0,2,0,27.5,1.6,0,91,80
0,0,7,3,0,2,0,26.8,3.7,0,151,141
0,0,7,1,0,2,0,30.9,3.8,0,121,97
0,0,7,2,0,2,0,31.3,0.5,0,96,72
0,0,7,4,0,2,0,29.9,7.8,0,119,111
0,0,7,0,0,2,0,28.7,0.3,0,116,103
2,1,7,4,0,2,0,27.3,1.4,0,117,132
2,1,7,2,0,2,0,26.3,4.1,0,96,99
2,1,7,0,0,2,0,32.2,5.4,0,169,188
2,1,7,3,0,2,0,29.0,0.4,0,128,117
2,1,7,1,0,2,0,28.4,0.1,0,194,180
3,1,7,3,0,2,0,28.4,2.4,0,137,145
3,1,7,1,0,2,0,30.9,3.9,0,189,204
3,1,7,2,0,2,0,27.9,0.6,0,135,131
3,1,7,4,0,2,0,27.8,1.7,0,119,119
3,1,7,0,0,2,0,32.9,11.2,0,193,216
1,0,7,3,0,2,0,26.4,0.4,0,95,83
1,0,7,1,0,2,0,27.9,1.7,0,188,153
1,0,7,2,0,2,0,29.5,1.1,0,197,170
1,0,7,4,0,2,0,31.3,5.6,0,89,66
1,0,7,0,0,2,0,28.1,0.5,0,106,76
5,0,8,0,0,2,0,29.0,7.1,0,165,123
5,0,8,4,0,2,0,29.1,5.2,0,82,64
5,0,8,2,0,2,0,32.4,1.5,0,134,97
5,0,8,3,0,2,0,26.0,1.0,0,132,101
5,0,8,1,0,2,0,31.0,7.8,0,129,119
6,0,8,3,0,2,0,29.4,0.5,0,94,88
6,0,8,1,0,2,0,27.0,5.3,0,104,77
6,0,8,2,0,2,0,26.8,3.2,0,192,137
6,0,8,4,0,2,0,27.5,0.1,0,170,159
6,0,8,0,0,2,0,31.7,3.3,0,102,89
4,0,8,3,0,2,0,28.9,3.3,0,131,92
4,0,8,1,0,2,0,31.8,6.5,0,84,61
4,0,8,2,0,2,0,26.5,1.8,0,138,130
4,0,8,4,0,2,0,27.5,0.3,0,191,171
4,0,8,0,0,2,0,30.9,3.8,0,90,75
0,0,8,0,0,2,0,27.6,3.8,0,144,106
0,0,8,4,0,2,0,26.8,0.1,0,80,65
0,0,8,1,0,2,0,32.6,6.8,0,173,132
0,0,8,3,0,2,0,26.7,0.8,0,151,117
0,0,8,2,0,2,0,32.8,2.3,0,190,140
2,1,8,3,0,2,0,30.8,9.1,0,158,172
2,1,8,1,0,2,0,29.3,1.7,0,87,77
2,1,8,2,0,2,0,26.4,3.3,0,92,80
2,1,8,4,0,2,0,29.3,2.6,0,85,86
2,1,8,0,0,2,0,27.3,0.6,0,94,102
3,1,8,0,0,2,0,29.9,5.0,0,92,83
3,1,8,2,0,2,0,29.7,0.1,0,84,78
3,1,8,4,0,2,0,27.7,4.2,0,193,218
3,1,8,3,0,2,0,28.7,2.5,0,196,177
3,1,8,1,0,2,0,26.1,4.5,0,137,143
1,0,8,3,0,2,0,27.7,2.9,0,142,133
1,0,8,1,0,2,0,30.6,0.3,0,98,74
1,0,8,2,0,2,0,30.8,11.3,0,123,111
1,0,8,4,0,2,0,30.3,1.9,0,186,175
1,0,8,0,0,2,0,29.1,5.5,0,149,129
5,0,8,4,0,2,0,26.7,1.5,0,94,83
5,0,8,3,0,2,0,30.6,0.3,0,190,147
5,0,8,1,0,2,0,29.9,0.1,0,95,67
5,0,8,2,0,2,0,28.9,0.7,0,188,165
5,0,8,0,0,2,0,32.7,1.0,0,87,62
6,0,8,0,0,2,0,29.0,1.9,0,102,84
6,0,8,4,0,2,0,30.6,0.0,0,135,123
6,0,8,2,0,2,0,29.0,5.3,0,122,113
6,0,8,1,0,2,0,26.6,1.5,0,193,168
6,0,8,3,0,2,0,29.3,1.9,0,136,105
4,0,8,3,0,2,0,29.0,1.1,0,175,135
4,0,8,1,0,2,0,32.3,1.0,0,199,141
4,0,8,2,0,2,0,27.9,0.0,0,96,84
4,0,8,4,0,2,0,28.3,1.1,0,162,127
4,0,8,0,0,2,0,30.7,6.5,0,101,74
0,0,8,4,0,2,0,30.4,1.0,0,126,104
0,0,8,2,0,2,0,29.0,1.5,0,152,113
0,0,8,0,0,2,0,32.4,6.0,0,177,131
0,0,8,3,0,2,0,28.7,3.9,0,156,148
0,0,8,1,0,2,0,26.2,3.7,0,166,135
2,1,8,3,0,2,0,28.9,5.7,0,157,166
2,1,8,1,0,2,0,30.8,1.7,0,120,103
2,1,8,2,0,2,0,27.1,1.6,0,89,81
2,1,8,4,0,2,0,26.2,7.2,0,124,115
2,1,8,0,0,2,0,27.9,1.3,0,81,91
3,1,8,3,0,2,0,28.9,0.2,0,154,149
3,1,8,1,0,2,0,26.1,7.8,0,138,140
3,1,8,2,0,2,0,26.1,6.2,0,126,115
3,1,8,4,0,2,0,30.9,1.8,0,83,94
3,1,8,0,0,2,0,29.8,1.3,0,106,107
1,0,8,4,0,2,1,26.6,0.9,0,197,155
1,0,8,2,0,2,1,27.6,1.0,0,164,118
1,0,8,0,0,2,1,32.1,0.3,0,95,74
1,0,8,3,0,2,1,31.3,0.6,0,198,166
1,0,8,1,0,2,1,26.4,2.2,0,122,110
5,0,8,2,0,2,1,30.0,6.5,0,106,98
5,0,8,4,0,2,1,29.8,5.3,0,142,112
5,0,8,3,0,2,1,30.6,8.2,0,116,102
5,0,8,1,0,2,1,29.4,4.7,0,131,97
5,0,8,0,0,2,1,28.9,4.6,0,148,134
6,0,8,0,0,2,0,29.8,0.4,0,84,62
6,0,8,2,0,2,0,28.2,0.5,0,194,156
6,0,8,4,0,2,0,27.7,4.5,0,136,100
6,0,8,1,0,2,0,30.5,1.2,0,101,79
6,0,8,3,0,2,0,30.1,1.6,0,113,85
4,0,8,3,0,2,0,31.2,1.8,0,137,97
4,0,8,1,0,2,0,32.9,0.1,0,88,65
4,0,8,2,0,2,0,32.9,15.1,0,173,136
4,0,8,4,0,2,0,31.3,2.8,0,110,85
4,0,8,0,0,2,0,29.3,3.9,0,195,158
0,0,8,4,0,2,0,31.7,0.2,0,176,145
0,0,8,2,0,2,0,26.9,0.4,0,150,106
0,0,8,0,0,2,0,27.4,4.2,0,132,118
0,0,8,3,0,2,0,30.3,4.4,0,175,160
0,0,8,1,0,2,0,27.4,10.9,0,186,143
2,1,8,3,0,2,0,27.8,8.0,0,187,161
2,1,8,1,0,2,0,28.0,0.4,0,154,168
2,1,8,2,0,2,0,28.3,4.5,0,192,216
2,1,8,4,0,2,0,31.4,0.0,0,133,129
2,1,8,0,0,2,0,27.9,5.9,0,89,93
3,1,8,3,0,2,0,27.6,3.9,0,184,191
3,1,8,1,0,2,0,27.8,4.2,0,188,192
3,1,8,2,0,2,0,31.9,0.2,0,120,137
3,1,8,4,0,2,0,27.3,3.6,0,91,86
3,1,8,0,0,2,0,29.3,0.1,0,175,189
1,0,8,4,0,2,0,30.0,3.3,0,103,81
1,0,8,2,0,2,0,31.6,2.0,0,94,87
1,0,8,0,0,2,0,29.8,7.3,0,167,131
1,0,8,3,0,2,0,31.9,2.6,0,145,117
1,0,8,1,0,2,0,29.8,0.8,0,106,91
5,0,8,3,0,2,0,32.4,2.1,0,199,182
5,0,8,1,0,2,0,32.9,5.2,0,159,151
5,0,8,2,0,2,0,30.2,1.5,0,124,108
5,0,8,4,0,2,0,32.6,1.4,0,175,156
5,0,8,0,0,2,0,26.6,10.3,0,100,86
6,0,8,3,0,2,0,30.2,0.1,0,149,130
6,0,8,1,0,2,0,32.3,7.3,0,140,110
6,0,8,2,0,2,0,26.9,0.4,0,120,98
6,0,8,4,0,2,0,29.5,1.5,0,106,85
6,0,8,0,0,2,0,31.1,6.1,0,158,146
4,0,8,0,0,2,0,27.6,2.0,0,80,62
4,0,8,4,0,2,0,29.8,1.9,0,124,117
4,0,8,2,0,2,0,31.8,9.2,0,108,78
4,0,8,3,0,2,0,26.1,1.6,0,171,131
4,0,8,1,0,2,0,26.1,3.1,0,119,110
0,0,8,3,0,2,0,26.7,0.8,0,190,179
0,0,8,1,0,2,0,28.8,0.4,0,95,90
0,0,8,2,0,2,0,30.1,6.7,0,137,112
0,0,8,4,0,2,0,28.2,2.7,0,163,142
0,0,8,0,0,2,0,28.2,0.6,0,82,73
2,1,8,3,0,2,0,30.7,0.5,0,163,171
2,1,8,1,0,2,0,31.3,8.2,0,197,224
2,1,8,2,0,2,0,26.6,6.1,0,92,78
2,1,8,4,0,2,0,28.0,2.3,0,132,142
2,1,8,0,0,2,0,27.6,1.0,0,151,170
3,1,8,4,0,2,0,28.1,10.8,0,177,175
3,1,8,2,0,2,0,30.1,3.1,0,157,134
3,1,8,0,0,2,0,30.8,1.2,0,181,187
3,1,8,3,0,2,0,26.8,2.6,0,122,113
3,1,8,1,0,2,0,31.4,4.2,0,191,166
1,0,8,3,0,2,0,27.1,15.1,0,151,128
1,0,8,1,0,2,0,31.1,1.8,0,90,83
1,0,8,2,0,2,0,33.0,4.8,0,181,152
1,0,8,4,0,2,0,28.5,9.7,0,125,110
1,0,8,0,0,2,0,32.5,14.8,0,197,153
5,0,8,3,0,2,0,32.8,4.0,0,175,156
5,0,8,1,0,2,0,29.2,2.1,0,133,111
5,0,8,2,0,2,0,31.5,1.5,0,186,175
5,0,8,4,0,2,0,28.6,0.3,0,162,117
5,0,8,0,0,2,0,27.2,0.3,0,171,162
6,0,8,0,0,2,0,32.7,0.7,0,89,68
6,0,8,4,0,2,0,29.2,2.1,0,86,74
6,0,8,3,0,2,0,29.2,1.8,0,172,158
6,0,8,1,0,2,0,29.2,17.0,0,181,144
6,0,8,2,0,2,0,30.6,2.3,0,195,156
4,0,8,3,0,2,0,29.7,0.5,0,170,133
4,0,8,1,0,2,0,26.9,2.0,0,113,80
4,0,8,2,0,2,0,30.3,4.8,0,83,70
4,0,8,4,0,2,0,30.2,8.2,0,114,83
4,0,8,0,0,2,0,27.8,1.4,0,195,140
0,0,9,3,0,2,0,30.0,9.5,0,97,72
0,0,9,1,0,2,0,32.2,3.3,0,138,109
0,0,9,2,0,2,0,30.3,3.0,0,125,111
0,0,9,4,0,2,0,30.1,7.1,0,109,85
0,0,9,0,0,2,0,31.5,9.9,0,115,103
2,1,9,4,0,2,0,33.0,0.0,0,121,119
2,1,9,0,0,2,0,31.7,12.0,0,106,100
2,1,9,2,0,2,0,26.3,2.1,0,180,174
2,1,9,3,0,2,0,27.9,11.3,0,80,75
2,1,9,1,0,2,0,32.9,1.6,0,85,90
3,1,9,3,0,2,0,32.1,0.1,0,108,100
3,1,9,1,0,2,0,26.9,2.3,0,131,111
3,1,9,2,0,2,0,26.8,0.5,0,86,96
3,1,9,4,0,2,0,28.7,1.0,0,112,122
3,1,9,0,0,2,0,27.4,2.3,0,161,148
1,0,9,3,0,2,0,29.5,0.3,0,145,131
1,0,9,1,0,2,0,30.4,6.1,0,136,96
1,0,9,2,0,2,0,27.7,8.0,0,118,100
1,0,9,4,0,2,0,27.5,3.9,0,88,62
1,0,9,0,0,2,0,31.7,7.0,0,148,132
5,0,9,0,0,2,0,31.9,0.6,0,83,58
5,0,9,4,0,2,0,32.0,12.2,0,146,116
5,0,9,2,0,2,0,27.4,2.0,0,85,68
5,0,9,3,0,2,0,29.7,1.0,0,118,94
5,0,9,1,0,2,0,30.4,0.0,0,82,61
6,0,9,3,0,2,0,26.2,3.2,0,95,80
6,0,9,1,0,2,0,32.1,3.3,0,156,114
6,0,9,2,0,2,0,32.4,6.0,0,177,132
6,0,9,4,0,2,0,29.8,4.1,0,80,63
6,0,9,0,0,2,0,30.1,2.4,0,192,138
4,0,9,3,0,2,0,27.2,0.5,0,105,93
4,0,9,1,0,2,0,30.8,0.7,0,102,97
4,0,9,2,0,2,0,30.8,11.9,0,97,90
4,0,9,4,0,2,0,26.6,1.3,0,138,97
4,0,9,0,0,2,0,30.7,4.1,0,106,94
0,0,9,4,0,2,0,27.7,0.4,0,197,168
0,0,9,0,0,2,0,27.5,3.5,0,124,102
0,0,9,1,0,2,0,27.2,0.4,0,146,138
0,0,9,3,0,2,0,28.9,4.2,0,171,134
0,0,9,2,0,2,0,29.8,13.2,0,182,145
2,1,9,3,0,2,0,32.5,0.3,0,193,198
2,1,9,1,0,2,0,30.5,7.4,0,182,166
2,1,9,2,0,2,0,32.1,7.1,0,123,121
2,1,9,4,0,2,0,30.4,5.4,0,165,148
2,1,9,0,0,2,0,31.6,1.6,0,134,124
3,1,9,3,0,2,0,31.1,1.9,0,107,116
3,1,9,1,0,2,0,32.1,0.2,0,105,116
3,1,9,2,0,2,0,30.6,2.5,0,117,112
3,1,9,4,0,2,0,29.6,22.7,1,95,83
3,1,9,0,0,2,0,31.4,20.5,1,151,114
1,0,9,0,0,2,0,29.9,3.4,0,161,115
1,0,9,4,0,2,0,28.4,1.1,0,100,82
1,0,9,3,0,2,0,32.6,8.5,0,183,134
1,0,9,1,0,2,0,28.9,1.8,0,194,168
1,0,9,2,0,2,0,29.4,2.2,0,109,102
5,0,9,3,0,2,0,31.8,1.2,0,86,77
5,0,9,1,0,2,0,29.9,1.2,0,88,78
5,0,9,2,0,2,0,28.9,0.9,0,119,101
5,0,9,4,0,2,0,29.4,0.6,0,180,167
5,0,9,0,0,2,0,26.4,4.7,0,145,112
6,0,9,4,0,2,0,28.5,0.5,0,114,105
6,0,9,2,0,2,0,29.3,0.4,0,97,85
6,0,9,0,0,2,0,27.4,0.1,0,186,158
6,0,9,3,0,2,0,26.0,2.7,0,117,85
6,0,9,1,0,2,0,28.2,0.4,0,82,61
4,0,9,0,0,2,1,26.5,7.1,0,186,134
4,0,9,4,0,2,1,28.1,3.2,0,85,72
4,0,9,3,0,2,1,28.2,3.9,0,102,82
4,0,9,1,0,2,1,31.2,9.8,0,80,63
4,0,9,2,0,2,1,27.2,0.8,0,183,139
0,0,9,3,0,2,1,27.2,2.9,0,195,165
0,0,9,1,0,2,1,26.1,1.8,0,174,122
0,0,9,2,0,2,1,30.5,4.4,0,88,68
0,0,9,4,0,2,1,27.9,1.6,0,131,115
0,0,9,0,0,2,1,30.6,6.6,0,190,165
2,1,9,4,0,2,0,26.2,0.9,0,92,96
2,1,9,0,0,2,0,27.7,5.7,0,131,130
2,1,9,3,0,2,0,32.5,23.2,1,153,117
2,1,9,1,0,2,0,26.9,4.1,0,142,129
2,1,9,2,0,2,0,32.3,1.2,0,178,198
3,1,9,3,0,2,0,30.8,10.7,0,182,206
3,1,9,1,0,2,0,30.5,10.9,0,157,149
3,1,9,2,0,2,0,32.2,0.7,0,110,124
3,1,9,4,0,2,0,28.8,0.6,0,81,91
3,1,9,0,0,2,0,29.0,4.0,0,198,196
1,0,9,3,0,2,0,28.2,2.2,0,197,153
1,0,9,1,0,2,0,30.5,2.0,0,139,107
1,0,9,2,0,2,0,27.4,6.1,0,167,151
1,0,9,4,0,2,0,31.6,1.6,0,114,104
1,0,9,0,0,2,0,27.3,12.5,0,86,61
5,0,9,4,0,2,0,31.4,0.6,0,103,75
5,0,9,0,0,2,0,32.0,1.6,0,134,111
5,0,9,1,0,2,0,27.7,1.5,0,195,160
5,0,9,3,0,2,0,31.5,9.3,0,197,143
5,0,9,2,0,2,0,29.8,10.4,0,86,79
6,0,9,3,0,2,0,30.5,2.9,0,194,151
6,0,9,1,0,2,0,26.4,0.8,0,140,103
6,0,9,2,0,2,0,32.7,1.6,0,135,102
6,0,9,4,0,2,0,32.6,8.2,0,191,149
6,0,9,0,0,2,0,32.0,0.6,0,80,68
4,0,9,4,0,2,0,31.9,3.2,0,129,103
4,0,9,2,0,2,0,27.5,0.4,0,166,123
4,0,9,0,0,2,0,30.0,1.5,0,160,130
4,0,9,3,0,2,0,26.6,4.2,0,114,105
4,0,9,1,0,2,0,27.2,0.2,0,106,100
0,0,9,3,0,2,0,31.8,7.1,0,195,182
0,0,9,1,0,2,0,28.8,2.5,0,191,167
0,0,9,2,0,2,0,28.5,8.5,0,103,76
0,0,9,4,0,2,0,30.3,1.5,0,193,137
0,0,9,0,0,2,0,32.7,4.5,0,115,87
2,1,9,3,0,2,0,30.9,4.0,0,156,145
2,1,9,1,0,2,0,31.4,2.0,0,111,126
2,1,9,2,0,2,0,32.4,1.0,0,113,107
2,1,9,4,0,2,0,28.5,1.7,0,177,158
2,1,9,0,0,2,0,29.2,0.1,0,143,142
3,1,9,4,0,2,0,32.0,4.5,0,122,119
3,1,9,2,0,2,0,29.0,6.1,0,114,126
3,1,9,0,0,2,0,27.8,5.6,0,164,170
3,1,9,3,0,2,0,27.0,16.2,0,133,131
3,1,9,1,0,2,0,29.2,8.1,0,173,167
1,0,9,3,0,2,0,31.2,1.5,0,168,136
1,0,9,1,0,2,0,32.4,1.7,0,184,155
1,0,9,2,0,2,0,29.4,7.9,0,145,102
1,0,9,4,0,2,0,32.4,7.4,0,101,91
1,0,9,0,0,2,0,31.3,5.3,0,176,155
5,0,9,3,0,2,0,32.5,2.3,0,167,130
5,0,9,1,0,2,0,27.7,0.3,0,138,118
5,0,9,2,0,2,0,31.0,0.5,0,179,166
5,0,9,4,0,2,0,26.8,1.1,0,193,144
5,0,9,0,0,2,0,26.3,2.0,0,97,79
6,0,9,0,0,2,0,32.2,2.0,0,193,140
6,0,9,4,0,2,0,32.9,5.6,0,165,148
6,0,9,1,0,2,0,32.0,8.0,0,194,137
6,0,9,3,0,2,0,31.2,4.6,0,140,116
6,0,9,2,0,2,0,29.7,0.2,0,150,123
4,0,9,3,0,2,0,30.9,1.7,0,126,101
4,0,9,1,0,2,0,27.6,6.8,0,99,90
4,0,9,2,0,2,0,26.0,1.5,0,192,141
4,0,9,4,0,2,0,29.8,0.8,0,165,138
4,0,9,0,0,2,0,28.0,2.2,0,109,88
0,0,9,0,0,2,0,28.3,0.1,0,193,144
0,0,9,3,0,2,0,32.8,6.6,0,194,152
0,0,9,1,0,2,0,26.7,12.3,0,191,168
0,0,9,2,0,2,0,33.0,1.5,0,166,123
0,0,9,4,0,2,0,31.5,0.5,0,135,104
2,1,9,2,0,2,0,32.0,0.1,0,159,139
2,1,9,4,0,2,0,31.9,2.8,0,96,104
2,1,9,3,0,2,0,31.7,3.1,0,116,103
2,1,9,1,0,2,0,29.3,5.4,0,95,85
2,1,9,0,0,2,0,32.2,0.9,0,150,149
3,1,10,0,0,2,0,31.6,1.0,0,176,150
3,1,10,2,0,2,0,29.1,7.1,0,101,107
3,1,10,4,0,2,0,30.5,0.7,0,196,188
3,1,10,1,0,2,0,27.1,4.7,0,89,80
3,1,10,3,0,2,0,32.1,12.2,0,157,158
1,0,10,3,0,2,0,27.9,12.5,0,123,116
1,0,10,1,0,2,0,31.1,4.8,0,134,107
1,0,10,2,0,2,0,32.6,0.6,0,134,122
1,0,10,4,0,2,0,29.6,3.9,0,159,142
1,0,10,0,0,2,0,28.4,4.0,0,166,142
5,0,10,4,0,2,0,27.0,3.6,0,179,150
5,0,10,2,0,2,0,29.9,4.5,0,85,67
5,0,10,0,0,2,0,27.7,2.2,0,194,147
5,0,10,3,0,2,0,29.2,3.0,0,150,138
5,0,10,1,0,2,0,30.4,6.6,0,86,78
6,0,10,3,0,2,0,28.1,4.1,0,135,114
6,0,10,1,0,2,0,29.7,5.7,0,107,80
6,0,10,2,0,2,0,29.3,6.5,0,81,64
6,0,10,4,0,2,0,29.6,2.1,0,168,146
6,0,10,0,0,2,0,26.2,4.7,0,176,161
4,0,10,3,0,2,0,31.1,1.8,0,196,156
4,0,10,1,0,2,0,26.6,0.6,0,199,166
4,0,10,2,0,2,0,27.6,7.6,0,175,144
4,0,10,4,0,2,0,26.9,1.5,0,160,116
4,0,10,0,0,2,0,30.0,3.5,0,137,121
0,0,10,4,0,2,0,26.0,2.8,0,199,169
0,0,10,2,0,2,0,28.3,1.9,0,128,93
0,0,10,0,0,2,0,32.2,0.2,0,158,130
0,0,10,3,0,2,0,29.8,8.6,0,103,74
0,0,10,1,0,2,0,32.1,5.2,0,163,151
2,1,10,3,0,2,0,27.5,8.2,0,169,189
2,1,10,1,0,2,0,29.0,1.7,0,171,176
2,1,10,2,0,2,0,31.8,0.8,0,176,196
2,1,10,4,0,2,0,30.0,5.7,0,128,120
2,1,10,0,0,2,0,31.1,6.4,0,105,100
3,1,10,3,0,2,0,31.6,11.3,0,86,81
3,1,10,1,0,2,0,29.8,0.2,0,133,127
3,1,10,2,0,2,0,26.4,2.1,0,159,152
3,1,10,4,0,2,0,30.1,2.5,0,85,88
3,1,10,0,0,2,0,27.3,5.5,0,122,107
1,0,10,0,0,2,0,29.6,2.2,0,119,84
1,0,10,4,0,2,0,29.7,3.9,0,177,153
1,0,10,2,0,2,0,29.0,2.6,0,91,86
1,0,10,3,0,2,0,30.2,2.7,0,124,99
1,0,10,1,0,2,0,26.7,3.0,0,105,99
5,0,10,3,0,2,0,32.8,1.1,0,102,81
5,0,10,1,0,2,0,27.0,5.4,0,99,87
5,0,10,2,0,2,0,30.2,5.3,0,145,133
5,0,10,4,0,2,0,28.9,1.5,0,123,106
5,0,10,0,0,2,0,26.5,9.1,0,101,73
6,0,10,3,0,2,0,31.9,3.8,0,196,156
6,0,10,1,0,2,0,29.3,7.7,0,85,64
6,0,10,2,0,2,0,32.0,0.4,0,86,78
6,0,10,4,0,2,0,27.3,2.3,0,148,130
6,0,10,0,0,2,0,29.7,4.0,0,172,133
4,0,10,4,0,2,0,29.7,6.9,0,96,70
4,0,10,2,0,2,0,31.0,10.6,0,187,135
4,0,10,0,0,2,0,28.1,3.0,0,91,65
4,0,10,3,0,2,0,29.6,5.5,0,90,79
4,0,10,1,0,2,0,32.5,5.4,0,198,186
0,0,10,3,0,2,0,27.2,4.9,0,164,140
0,0,10,1,0,2,0,32.8,5.2,0,81,59
0,0,10,2,0,2,0,31.0,0.8,0,130,107
0,0,10,4,0,2,0,26.2,1.1,0,81,67
0,0,10,0,0,2,0,28.3,2.9,0,89,80
2,1,10,3,0,2,1,27.8,6.0,0,185,180
2,1,10,1,0,2,1,30.6,2.3,0,164,177
2,1,10,2,0,2,1,27.0,0.3,0,99,111
2,1,10,4,0,2,1,29.5,1.6,0,117,128
2,1,10,0,0,2,1,32.0,1.5,0,153,171
3,1,10,0,0,2,1,27.7,0.9,0,189,206
3,1,10,4,0,2,1,31.5,5.5,0,195,213
3,1,10,3,0,2,1,26.1,3.2,0,193,166
3,1,10,1,0,2,1,28.3,4.5,0,100,100
3,1,10,2,0,2,1,30.3,1.1,0,167,164
1,0,10,3,0,2,0,28.6,15.9,0,104,76
1,0,10,1,0,2,0,26.3,0.2,0,166,121
1,0,10,2,0,2,0,26.3,2.3,0,164,125
1,0,10,4,0,2,0,26.7,2.0,0,163,132
1,0,10,0,0,2,0,30.0,3.4,0,189,149
5,0,10,3,0,2,0,30.3,8.6,0,132,96
5,0,10,1,0,2,0,31.4,13.6,0,137,115
5,0,10,2,0,2,0,29.6,1.3,0,168,130
5,0,10,4,0,2,0,30.4,2.4,0,98,74
5,0,10,0,0,2,0,27.9,0.7,0,91,85
6,0,10,4,0,2,0,31.2,3.0,0,180,153
6,0,10,0,0,2,0,26.6,4.6,0,105,96
6,0,10,2,0,2,0,32.0,3.3,0,155,144
6,0,10,3,0,2,0,26.4,2.7,0,136,114
6,0,10,1,0,2,0,27.2,0.3,0,162,127
4,0,10,3,0,2,0,28.4,0.1,0,139,125
4,0,10,1,0,2,0,27.1,3.1,0,154,142
4,0,10,2,0,2,0,30.4,0.6,0,129,118
4,0,10,4,0,2,0,29.3,4.4,0,107,93
4,0,10,0,0,2,0,28.1,0.8,0,164,130
0,0,10,3,0,2,0,27.5,4.8,0,140,99
0,0,10,1,0,2,0,28.3,2.5,0,188,152
0,0,10,2,0,2,0,31.9,0.9,0,95,75
0,0,10,4,0,2,0,32.9,7.3,0,110,78
0,0,10,0,0,2,0,26.2,2.4,0,180,140
2,1,10,0,0,2,0,27.5,3.9,0,180,201
2,1,10,4,0,2,0,28.5,11.1,0,147,151
2,1,10,2,0,2,0,27.3,2.4,0,188,196
2,1,10,3,0,2,0,26.3,2.8,0,148,165
2,1,10,1,0,2,0,28.7,7.1,0,148,168
3,1,10,3,0,2,0,27.4,6.4,0,117,109
3,1,10,1,0,2,0,28.8,1.1,0,89,83
3,1,10,2,0,2,0,32.9,4.1,0,183,172
3,1,10,4,0,2,0,28.8,1.1,0,180,175
3,1,10,0,0,2,0,32.1,0.8,0,114,114
1,0,10,3,0,2,0,30.6,1.3,0,157,125
1,0,10,1,0,2,0,30.3,2.4,0,158,122
1,0,10,2,0,2,0,32.5,1.0,0,177,145
1,0,10,4,0,2,0,27.2,1.8,0,191,179
1,0,10,0,0,2,0,32.1,3.4,0,197,145
5,0,10,0,0,2,0,32.4,5.1,0,159,133
5,0,10,4,0,2,0,31.3,1.5,0,122,101
5,0,10,2,0,2,0,30.8,4.3,0,174,144
5,0,10,1,0,2,0,28.0,3.5,0,166,117
5,0,10,3,0,2,0,30.2,4.4,0,101,73
6,0,10,3,0,2,0,31.0,2.3,0,159,130
6,0,10,1,0,2,0,28.7,13.6,0,165,144
6,0,10,2,0,2,0,32.0,23.0,1,128,79
