date,day_of_week,is_weekend,month,menu_category,is_festival,festival_type,is_poya_day,temperature_avg,rainfall_mm,is_heavy_rain,supplier_invoice_qty,daily_demand_qty
2023-12-16,Saturday,1,12,Kottu,0,None,0,29.6,3.0,0,146,161
2023-12-16,Saturday,1,12,Short Eats,0,None,0,30.0,1.6,0,94,96
2023-12-16,Saturday,1,12,Beverages,0,None,0,27.5,0.5,0,107,102
2023-12-17,Sunday,1,12,Rice & Curry,0,None,0,27.7,0.1,0,149,138
2023-12-17,Sunday,1,12,Fried Rice,0,None,0,26.9,0.6,0,180,157
2023-12-17,Sunday,1,12,Kottu,0,None,0,27.4,35.2,1,158,141
2023-12-17,Sunday,1,12,Short Eats,0,None,0,27.1,1.1,0,123,107
2023-12-17,Sunday,1,12,Beverages,0,None,0,32.7,3.8,0,150,144
2023-12-18,Monday,0,12,Rice & Curry,0,None,0,32.4,4.2,0,114,102
2023-12-18,Monday,0,12,Fried Rice,0,None,0,32.5,2.6,0,157,126
2023-12-18,Monday,0,12,Kottu,0,None,0,26.4,2.7,0,188,164
2023-12-18,Monday,0,12,Short Eats,0,None,0,27.7,10.7,0,176,159
2023-12-18,Monday,0,12,Beverages,0,None,0,27.1,1.8,0,126,89
2023-12-19,Tuesday,0,12,Rice & Curry,0,None,0,31.5,1.8,0,119,89
2023-12-19,Tuesday,0,12,Fried Rice,0,None,0,28.6,0.4,0,157,117
2023-12-19,Tuesday,0,12,Kottu,0,None,0,32.7,0.3,0,187,149
2023-12-19,Tuesday,0,12,Short Eats,0,None,0,30.0,9.7,0,146,120
2023-12-19,Tuesday,0,12,Beverages,0,None,0,28.7,14.3,0,162,139
2023-12-20,Wednesday,0,12,Rice & Curry,0,None,0,30.6,8.1,0,86,75
2023-12-20,Wednesday,0,12,Fried Rice,0,None,0,27.5,1.0,0,98,87
2023-12-20,Wednesday,0,12,Kottu,0,None,0,31.3,3.7,0,127,95
2023-12-20,Wednesday,0,12,Short Eats,0,None,0,26.1,0.4,0,104,85
2023-12-20,Wednesday,0,12,Beverages,0,None,0,27.2,1.6,0,183,133
2023-12-21,Thursday,0,12,Rice & Curry,0,None,0,28.7,0.2,0,107,93
2023-12-21,Thursday,0,12,Fried Rice,0,None,0,31.9,1.0,0,89,73
2023-12-21,Thursday,0,12,Kottu,0,None,0,29.6,0.8,0,161,147
2023-12-21,Thursday,0,12,Short Eats,0,None,0,29.5,15.9,0,186,146
2023-12-21,Thursday,0,12,Beverages,0,None,0,32.3,11.3,0,81,75
2023-12-22,Friday,0,12,Rice & Curry,0,None,0,26.5,3.2,0,177,166
2023-12-22,Friday,0,12,Fried Rice,0,None,0,31.4,3.9,0,176,160
2023-12-22,Friday,0,12,Kottu,0,None,0,27.4,7.0,0,98,81
2023-12-22,Friday,0,12,Short Eats,0,None,0,26.4,1.9,0,119,88
2023-12-22,Friday,0,12,Beverages,0,None,0,26.7,3.1,0,121,98
2023-12-23,Saturday,1,12,Rice & Curry,0,None,0,27.0,2.0,0,150,158
2023-12-23,Saturday,1,12,Fried Rice,0,None,0,32.9,4.8,0,146,138
2023-12-23,Saturday,1,12,Kottu,0,None,0,26.6,5.2,0,125,106
2023-12-23,Saturday,1,12,Short Eats,0,None,0,30.9,0.1,0,114,122
2023-12-23,Saturday,1,12,Beverages,0,None,0,28.7,2.3,0,170,143
2023-12-24,Sunday,1,12,Rice & Curry,0,None,0,28.5,3.7,0,96,106
2023-12-24,Sunday,1,12,Fried Rice,0,None,0,29.4,5.2,0,172,159
2023-12-24,Sunday,1,12,Kottu,0,None,0,32.5,5.1,0,100,93
2023-12-24,Sunday,1,12,Short Eats,0,None,0,26.6,4.6,0,194,193
2023-12-24,Sunday,1,12,Beverages,0,None,0,29.8,1.8,0,125,122
2023-12-25,Monday,0,12,Rice & Curry,0,None,0,30.7,1.5,0,90,74
2023-12-25,Monday,0,12,Fried Rice,0,None,0,26.4,0.2,0,90,72
2023-12-25,Monday,0,12,Kottu,0,None,0,27.9,2.2,0,157,139
2023-12-25,Monday,0,12,Short Eats,0,None,0,27.2,0.8,0,83,77
2023-12-25,Monday,0,12,Beverages,0,None,0,30.7,0.4,0,131,113
2023-12-26,Tuesday,0,12,Rice & Curry,0,None,0,31.8,2.2,0,159,146
2023-12-26,Tuesday,0,12,Fried Rice,0,None,0,28.9,4.8,0,137,120
2023-12-26,Tuesday,0,12,Kottu,0,None,0,26.1,2.9,0,134,120
2023-12-26,Tuesday,0,12,Short Eats,0,None,0,29.1,2.4,0,152,124
2023-12-26,Tuesday,0,12,Beverages,0,None,0,32.6,4.5,0,115,105
2023-12-27,Wednesday,0,12,Rice & Curry,0,None,0,32.3,3.1,0,110,90
2023-12-27,Wednesday,0,12,Fried Rice,0,None,0,30.1,1.8,0,174,144
2023-12-27,Wednesday,0,12,Kottu,0,None,0,26.4,9.9,0,180,141
2023-12-27,Wednesday,0,12,Short Eats,0,None,0,32.5,9.7,0,170,141
2023-12-27,Wednesday,0,12,Beverages,0,None,0,31.0,3.5,0,180,170
2023-12-28,Thursday,0,12,Rice & Curry,0,None,0,32.2,3.7,0,107,93
2023-12-28,Thursday,0,12,Fried Rice,0,None,0,30.5,8.9,0,150,129
2023-12-28,Thursday,0,12,Kottu,0,None,0,29.9,5.4,0,116,105
2023-12-28,Thursday,0,12,Short Eats,0,None,0,29.0,4.2,0,131,116
2023-12-28,Thursday,0,12,Beverages,0,None,0,30.9,18.7,0,191,161
2023-12-29,Friday,0,12,Rice & Curry,0,None,0,31.9,2.3,0,185,150
2023-12-29,Friday,0,12,Fried Rice,0,None,0,29.8,6.4,0,193,177
2023-12-29,Friday,0,12,Kottu,0,None,0,26.4,8.8,0,199,140
2023-12-29,Friday,0,12,Short Eats,0,None,0,28.9,1.4,0,179,127
2023-12-29,Friday,0,12,Beverages,0,None,0,28.5,7.8,0,96,70
2023-12-30,Saturday,1,12,Rice & Curry,0,None,0,28.2,8.7,0,175,195
2023-12-30,Saturday,1,12,Fried Rice,0,None,0,31.3,2.8,0,187,183
2023-12-30,Saturday,1,12,Kottu,0,None,0,26.4,1.2,0,133,116
2023-12-30,Saturday,1,12,Short Eats,0,None,0,31.1,2.0,0,168,155
2023-12-30,Saturday,1,12,Beverages,0,None,0,30.1,5.1,0,186,170
2023-12-31,Sunday,1,12,Rice & Curry,0,None,0,29.4,0.3,0,149,150
2023-12-31,Sunday,1,12,Fried Rice,0,None,0,29.9,0.5,0,138,152
2023-12-31,Sunday,1,12,Kottu,0,None,0,31.0,5.0,0,87,92
2023-12-31,Sunday,1,12,Short Eats,0,None,0,26.2,3.6,0,129,147
2023-12-31,Sunday,1,12,Beverages,0,None,0,30.4,2.3,0,133,136
2024-01-01,Monday,0,1,Rice & Curry,0,None,0,26.3,0.4,0,197,154
2024-01-01,Monday,0,1,Fried Rice,0,None,0,32.3,0.8,0,168,148
2024-01-01,Monday,0,1,Kottu,0,None,0,27.6,4.6,0,192,147
2024-01-01,Monday,0,1,Short Eats,0,None,0,30.8,11.9,0,89,73
2024-01-01,Monday,0,1,Beverages,0,None,0,30.9,7.6,0,170,122
2024-01-02,Tuesday,0,1,Rice & Curry,0,None,0,32.5,5.8,0,166,125
2024-01-02,Tuesday,0,1,Fried Rice,0,None,0,29.1,6.4,0,184,162
2024-01-02,Tuesday,0,1,Kottu,0,None,0,32.5,2.9,0,183,153
2024-01-02,Tuesday,0,1,Short Eats,0,None,0,31.2,5.2,0,146,120
2024-01-02,Tuesday,0,1,Beverages,0,None,0,30.4,0.0,0,85,62
2024-01-03,Wednesday,0,1,Rice & Curry,0,None,0,27.9,2.7,0,122,98
2024-01-03,Wednesday,0,1,Fried Rice,0,None,0,31.0,3.7,0,89,78
2024-01-03,Wednesday,0,1,Kottu,0,None,0,27.7,2.0,0,100,73
2024-01-03,Wednesday,0,1,Short Eats,0,None,0,28.6,0.1,0,185,166
2024-01-03,Wednesday,0,1,Beverages,0,None,0,27.4,0.3,0,103,72
2024-01-04,Thursday,0,1,Rice & Curry,0,None,0,26.6,6.6,0,179,150
2024-01-04,Thursday,0,1,Fried Rice,0,None,0,28.0,1.7,0,180,128
2024-01-04,Thursday,0,1,Kottu,0,None,0,31.5,7.5,0,150,108
2024-01-04,Thursday,0,1,Short Eats,0,None,0,32.0,4.0,0,110,97
2024-01-04,Thursday,0,1,Beverages,0,None,0,32.9,0.7,0,182,156
2024-01-05,Friday,0,1,Rice & Curry,0,None,0,29.3,12.9,0,118,85
2024-01-05,Friday,0,1,Fried Rice,0,None,0,33.0,0.1,0,98,71
2024-01-05,Friday,0,1,Kottu,0,None,0,28.5,7.8,0,120,111
2024-01-05,Friday,0,1,Short Eats,0,None,0,32.5,0.0,0,150,140
2024-01-05,Friday,0,1,Beverages,0,None,0,32.1,2.8,0,186,152
2024-01-06,Saturday,1,1,Rice & Curry,0,None,0,30.2,0.8,0,192,193
2024-01-06,Saturday,1,1,Fried Rice,0,None,0,28.4,2.9,0,152,132
2024-01-06,Saturday,1,1,Kottu,0,None,0,29.9,2.8,0,97,103
2024-01-06,Saturday,1,1,Short Eats,0,None,0,31.3,1.5,0,180,183
2024-01-06,Saturday,1,1,Beverages,0,None,0,26.1,5.7,0,157,145
2024-01-07,Sunday,1,1,Rice & Curry,0,None,0,29.9,0.0,0,115,130
2024-01-07,Sunday,1,1,Fried Rice,0,None,0,27.7,1.6,0,104,100
2024-01-07,Sunday,1,1,Kottu,0,None,0,30.7,0.8,0,85,89
2024-01-07,Sunday,1,1,Short Eats,0,None,0,29.9,2.0,0,168,179
2024-01-07,Sunday,1,1,Beverages,0,None,0,29.8,2.4,0,135,149
2024-01-08,Monday,0,1,Rice & Curry,0,None,0,26.5,4.9,0,95,68
2024-01-08,Monday,0,1,Fried Rice,0,None,0,28.6,10.4,0,82,75
2024-01-08,Monday,0,1,Kottu,0,None,0,32.6,5.4,0,153,133
2024-01-08,Monday,0,1,Short Eats,0,None,0,28.9,2.5,0,112,86
2024-01-08,Monday,0,1,Beverages,0,None,0,27.7,1.8,0,157,122
2024-01-09,Tuesday,0,1,Rice & Curry,0,None,0,28.7,7.7,0,173,138
2024-01-09,Tuesday,0,1,Fried Rice,0,None,0,32.4,0.1,0,123,114
2024-01-09,Tuesday,0,1,Kottu,0,None,0,30.1,3.0,0,136,127
2024-01-09,Tuesday,0,1,Short Eats,0,None,0,27.5,2.9,0,177,129
2024-01-09,Tuesday,0,1,Beverages,0,None,0,26.9,3.1,0,167,150
2024-01-10,Wednesday,0,1,Rice & Curry,0,None,0,27.4,0.4,0,188,134
2024-01-10,Wednesday,0,1,Fried Rice,0,None,0,30.7,3.0,0,184,138
2024-01-10,Wednesday,0,1,Kottu,0,None,0,28.6,2.8,0,130,101
2024-01-10,Wednesday,0,1,Short Eats,0,None,0,29.7,4.2,0,178,149
2024-01-10,Wednesday,0,1,Beverages,0,None,0,31.7,0.8,0,155,111
2024-01-11,Thursday,0,1,Rice & Curry,0,None,0,28.4,5.4,0,150,120
2024-01-11,Thursday,0,1,Fried Rice,0,None,0,27.0,4.4,0,97,91
2024-01-11,Thursday,0,1,Kottu,0,None,0,26.5,2.4,0,110,93
2024-01-11,Thursday,0,1,Short Eats,0,None,0,26.6,2.4,0,181,137
2024-01-11,Thursday,0,1,Beverages,0,None,0,30.2,4.8,0,135,104
2024-01-12,Friday,0,1,Rice & Curry,0,None,0,28.9,9.2,0,89,67
2024-01-12,Friday,0,1,Fried Rice,0,None,0,32.2,2.3,0,94,86
2024-01-12,Friday,0,1,Kottu,0,None,0,28.2,0.8,0,183,155
2024-01-12,Friday,0,1,Short Eats,0,None,0,29.6,0.6,0,173,127
2024-01-12,Friday,0,1,Beverages,0,None,0,28.1,3.4,0,80,72
2024-01-13,Saturday,1,1,Rice & Curry,0,None,0,28.7,6.4,0,100,107
2024-01-13,Saturday,1,1,Fried Rice,0,None,0,28.3,5.5,0,161,174
2024-01-13,Saturday,1,1,Kottu,0,None,0,28.0,4.2,0,115,105
2024-01-13,Saturday,1,1,Short Eats,0,None,0,26.4,0.6,0,156,159
2024-01-13,Saturday,1,1,Beverages,0,None,0,29.7,8.3,0,145,145
2024-01-14,Sunday,1,1,Rice & Curry,0,None,1,30.6,1.1,0,130,110
2024-01-14,Sunday,1,1,Fried Rice,0,None,1,29.6,3.0,0,133,127
2024-01-14,Sunday,1,1,Kottu,0,None,1,28.5,3.1,0,195,211
2024-01-14,Sunday,1,1,Short Eats,0,None,1,31.6,2.1,0,121,131
2024-01-14,Sunday,1,1,Beverages,0,None,1,29.9,5.4,0,194,184
2024-01-15,Monday,0,1,Rice & Curry,0,None,1,30.3,1.9,0,160,135
2024-01-15,Monday,0,1,Fried Rice,0,None,1,31.2,1.9,0,88,71
2024-01-15,Monday,0,1,Kottu,0,None,1,32.0,6.4,0,163,136
2024-01-15,Monday,0,1,Short Eats,0,None,1,30.6,9.3,0,147,121
2024-01-15,Monday,0,1,Beverages,0,None,1,29.1,1.0,0,185,169
2024-01-16,Tuesday,0,1,Rice & Curry,0,None,0,28.9,0.4,0,190,144
2024-01-16,Tuesday,0,1,Fried Rice,0,None,0,28.0,5.9,0,116,107
2024-01-16,Tuesday,0,1,Kottu,0,None,0,31.2,0.1,0,143,103
2024-01-16,Tuesday,0,1,Short Eats,0,None,0,28.4,0.4,0,112,102
2024-01-16,Tuesday,0,1,Beverages,0,None,0,29.3,0.0,0,186,174
2024-01-17,Wednesday,0,1,Rice & Curry,0,None,0,28.4,0.7,0,83,73
2024-01-17,Wednesday,0,1,Fried Rice,0,None,0,27.2,8.8,0,167,156
2024-01-17,Wednesday,0,1,Kottu,0,None,0,27.2,0.5,0,107,92
2024-01-17,Wednesday,0,1,Short Eats,0,None,0,32.0,5.3,0,121,105
2024-01-17,Wednesday,0,1,Beverages,0,None,0,26.5,19.8,0,136,120
2024-01-18,Thursday,0,1,Rice & Curry,0,None,0,26.8,2.9,0,166,120
2024-01-18,Thursday,0,1,Fried Rice,0,None,0,26.0,2.4,0,184,137
2024-01-18,Thursday,0,1,Kottu,0,None,0,32.4,2.5,0,128,109
2024-01-18,Thursday,0,1,Short Eats,0,None,0,30.2,0.3,0,177,159
2024-01-18,Thursday,0,1,Beverages,0,None,0,32.3,14.8,0,115,98
2024-01-19,Friday,0,1,Rice & Curry,0,None,0,27.9,1.4,0,164,150
2024-01-19,Friday,0,1,Fried Rice,0,None,0,30.5,0.7,0,159,143
2024-01-19,Friday,0,1,Kottu,0,None,0,27.1,0.1,0,161,136
2024-01-19,Friday,0,1,Short Eats,0,None,0,27.0,2.2,0,100,83
2024-01-19,Friday,0,1,Beverages,0,None,0,28.2,5.2,0,89,80
2024-01-20,Saturday,1,1,Rice & Curry,0,None,0,32.6,7.9,0,112,113
2024-01-20,Saturday,1,1,Fried Rice,0,None,0,31.8,1.4,0,144,126
2024-01-20,Saturday,1,1,Kottu,0,None,0,30.8,1.2,0,107,121
2024-01-20,Saturday,1,1,Short Eats,0,None,0,28.2,0.4,0,192,167
2024-01-20,Saturday,1,1,Beverages,0,None,0,30.1,4.0,0,175,171
2024-01-21,Sunday,1,1,Rice & Curry,0,None,0,29.0,6.4,0,190,214
2024-01-21,Sunday,1,1,Fried Rice,0,None,0,31.8,3.3,0,129,138
2024-01-21,Sunday,1,1,Kottu,0,None,0,26.4,0.1,0,99,107
2024-01-21,Sunday,1,1,Short Eats,0,None,0,29.6,0.2,0,179,200
2024-01-21,Sunday,1,1,Beverages,0,None,0,32.0,4.9,0,166,179
2024-01-22,Monday,0,1,Rice & Curry,0,None,0,32.5,5.9,0,101,76
2024-01-22,Monday,0,1,Fried Rice,0,None,0,31.7,0.9,0,185,135
2024-01-22,Monday,0,1,Kottu,0,None,0,32.7,1.4,0,129,93
2024-01-22,Monday,0,1,Short Eats,0,None,0,29.6,10.0,0,125,99
2024-01-22,Monday,0,1,Beverages,0,None,0,28.7,0.4,0,90,67
2024-01-23,Tuesday,0,1,Rice & Curry,0,None,0,32.8,9.8,0,136,120
2024-01-23,Tuesday,0,1,Fried Rice,0,None,0,31.2,2.9,0,189,141
2024-01-23,Tuesday,0,1,Kottu,0,None,0,28.9,2.4,0,140,112
2024-01-23,Tuesday,0,1,Short Eats,0,None,0,32.0,2.3,0,182,169
2024-01-23,Tuesday,0,1,Beverages,0,None,0,31.5,0.1,0,142,117
2024-01-24,Wednesday,0,1,Rice & Curry,0,None,0,31.1,19.4,0,154,132
2024-01-24,Wednesday,0,1,Fried Rice,0,None,0,26.5,9.6,0,98,89
2024-01-24,Wednesday,0,1,Kottu,0,None,0,27.6,0.9,0,126,101
2024-01-24,Wednesday,0,1,Short Eats,0,None,0,27.3,3.5,0,107,82
2024-01-24,Wednesday,0,1,Beverages,0,None,0,29.0,5.3,0,111,87
2024-01-25,Thursday,0,1,Rice & Curry,0,None,0,32.0,2.3,0,145,108
2024-01-25,Thursday,0,1,Fried Rice,0,None,0,29.4,4.9,0,116,103
2024-01-25,Thursday,0,1,Kottu,0,None,0,27.4,1.6,0,178,163
2024-01-25,Thursday,0,1,Short Eats,0,None,0,26.0,11.0,0,91,72
2024-01-25,Thursday,0,1,Beverages,0,None,0,27.0,2.9,0,120,111
2024-01-26,Friday,0,1,Rice & Curry,0,None,0,32.5,1.9,0,113,93
2024-01-26,Friday,0,1,Fried Rice,0,None,0,26.8,0.5,0,137,107
2024-01-26,Friday,0,1,Kottu,0,None,0,29.0,1.0,0,98,90
2024-01-26,Friday,0,1,Short Eats,0,None,0,30.4,5.8,0,187,133
2024-01-26,Friday,0,1,Beverages,0,None,0,27.6,6.5,0,194,154
2024-01-27,Saturday,1,1,Rice & Curry,0,None,0,32.3,0.3,0,175,158
2024-01-27,Saturday,1,1,Fried Rice,0,None,0,27.5,1.4,0,154,164
2024-01-27,Saturday,1,1,Kottu,0,None,0,30.7,3.0,0,181,174
2024-01-27,Saturday,1,1,Short Eats,0,None,0,32.5,0.2,0,164,180
2024-01-27,Saturday,1,1,Beverages,0,None,0,32.1,3.2,0,152,145
2024-01-28,Sunday,1,1,Rice & Curry,0,None,0,28.0,5.1,0,105,98
2024-01-28,Sunday,1,1,Fried Rice,0,None,0,26.7,2.2,0,98,84
2024-01-28,Sunday,1,1,Kottu,0,None,0,29.1,0.2,0,107,114
2024-01-28,Sunday,1,1,Short Eats,0,None,0,29.5,1.5,0,137,139
2024-01-28,Sunday,1,1,Beverages,0,None,0,29.8,0.0,0,94,95
2024-01-29,Monday,0,1,Rice & Curry,0,None,0,31.3,0.6,0,92,81
2024-01-29,Monday,0,1,Fried Rice,0,None,0,32.8,6.3,0,160,131
2024-01-29,Monday,0,1,Kottu,0,None,0,29.1,0.0,0,91,84
2024-01-29,Monday,0,1,Short Eats,0,None,0,30.5,2.1,0,128,112
2024-01-29,Monday,0,1,Beverages,0,None,0,32.7,3.0,0,112,106
2024-01-30,Tuesday,0,1,Rice & Curry,0,None,0,32.5,8.2,0,171,125
2024-01-30,Tuesday,0,1,Fried Rice,0,None,0,31.9,1.8,0,141,113
2024-01-30,Tuesday,0,1,Kottu,0,None,0,26.8,0.3,0,143,102
2024-01-30,Tuesday,0,1,Short Eats,0,None,0,28.9,3.2,0,154,114
2024-01-30,Tuesday,0,1,Beverages,0,None,0,28.7,1.7,0,167,119
2024-01-31,Wednesday,0,1,Rice & Curry,0,None,0,27.4,3.1,0,151,119
2024-01-31,Wednesday,0,1,Fried Rice,0,None,0,28.3,2.6,0,84,68
2024-01-31,Wednesday,0,1,Kottu,0,None,0,29.3,0.7,0,127,116
2024-01-31,Wednesday,0,1,Short Eats,0,None,0,31.6,1.7,0,82,59
2024-01-31,Wednesday,0,1,Beverages,0,None,0,32.5,3.5,0,184,150
2024-02-01,Thursday,0,2,Rice & Curry,0,None,0,30.9,6.9,0,144,102
2024-02-01,Thursday,0,2,Fried Rice,0,None,0,27.3,7.1,0,150,131
2024-02-01,Thursday,0,2,Kottu,0,None,0,28.7,1.7,0,190,133
2024-02-01,Thursday,0,2,Short Eats,0,None,0,27.7,0.9,0,82,58
2024-02-01,Thursday,0,2,Beverages,0,None,0,27.2,3.7,0,102,84
2024-02-02,Friday,0,2,Rice & Curry,0,None,0,32.1,1.1,0,107,77
2024-02-02,Friday,0,2,Fried Rice,0,None,0,32.3,1.0,0,179,162
2024-02-02,Friday,0,2,Kottu,0,None,0,32.7,6.3,0,119,95
2024-02-02,Friday,0,2,Short Eats,0,None,0,26.5,5.3,0,147,117
2024-02-02,Friday,0,2,Beverages,0,None,0,27.1,4.4,0,89,68
2024-02-03,Saturday,1,2,Rice & Curry,0,None,0,30.5,2.4,0,154,168
2024-02-03,Saturday,1,2,Fried Rice,0,None,0,27.9,2.4,0,180,198
2024-02-03,Saturday,1,2,Kottu,0,None,0,27.9,3.6,0,90,93
2024-02-03,Saturday,1,2,Short Eats,0,None,0,27.1,10.8,0,168,176
2024-02-03,Saturday,1,2,Beverages,0,None,0,31.5,6.3,0,160,158
2024-02-04,Sunday,1,2,Rice & Curry,0,None,0,32.1,3.0,0,178,174
2024-02-04,Sunday,1,2,Fried Rice,0,None,0,27.9,2.5,0,95,103
2024-02-04,Sunday,1,2,Kottu,0,None,0,27.7,9.2,0,137,134
2024-02-04,Sunday,1,2,Short Eats,0,None,0,26.1,1.3,0,159,171
2024-02-04,Sunday,1,2,Beverages,0,None,0,26.9,3.7,0,162,155
2024-02-05,Monday,0,2,Rice & Curry,0,None,0,27.7,10.3,0,166,131
2024-02-05,Monday,0,2,Fried Rice,0,None,0,29.0,3.9,0,142,107
2024-02-05,Monday,0,2,Kottu,0,None,0,31.6,0.2,0,142,122
2024-02-05,Monday,0,2,Short Eats,0,None,0,29.9,5.4,0,166,127
2024-02-05,Monday,0,2,Beverages,0,None,0,28.8,2.5,0,145,125
2024-02-06,Tuesday,0,2,Rice & Curry,0,None,0,26.1,4.2,0,138,106
2024-02-06,Tuesday,0,2,Fried Rice,0,None,0,26.3,20.9,1,152,120
2024-02-06,Tuesday,0,2,Kottu,0,None,0,30.8,0.5,0,123,96
2024-02-06,Tuesday,0,2,Short Eats,0,None,0,28.2,7.3,0,126,96
2024-02-06,Tuesday,0,2,Beverages,0,None,0,32.2,0.0,0,132,125
2024-02-07,Wednesday,0,2,Rice & Curry,0,None,0,33.0,0.8,0,158,113
2024-02-07,Wednesday,0,2,Fried Rice,0,None,0,26.2,1.1,0,191,180
2024-02-07,Wednesday,0,2,Kottu,0,None,0,31.1,1.0,0,146,117
2024-02-07,Wednesday,0,2,Short Eats,0,None,0,27.3,2.9,0,135,105
2024-02-07,Wednesday,0,2,Beverages,0,None,0,28.3,0.0,0,171,125
2024-02-08,Thursday,0,2,Rice & Curry,0,None,0,31.4,2.7,0,165,152
2024-02-08,Thursday,0,2,Fried Rice,0,None,0,28.9,2.6,0,95,68
2024-02-08,Thursday,0,2,Kottu,0,None,0,29.4,0.8,0,161,124
2024-02-08,Thursday,0,2,Short Eats,0,None,0,29.2,4.5,0,182,162
2024-02-08,Thursday,0,2,Beverages,0,None,0,26.0,10.0,0,188,161
2024-02-09,Friday,0,2,Rice & Curry,0,None,0,30.7,0.5,0,82,71
2024-02-09,Friday,0,2,Fried Rice,0,None,0,29.3,3.4,0,113,105
2024-02-09,Friday,0,2,Kottu,0,None,0,31.0,5.6,0,85,70
2024-02-09,Friday,0,2,Short Eats,0,None,0,26.5,1.5,0,162,118
2024-02-09,Friday,0,2,Beverages,0,None,0,32.7,8.8,0,143,121
2024-02-10,Saturday,1,2,Rice & Curry,0,None,0,29.6,1.5,0,85,79
2024-02-10,Saturday,1,2,Fried Rice,0,None,0,30.1,5.2,0,105,115
2024-02-10,Saturday,1,2,Kottu,0,None,0,29.5,2.3,0,175,150
2024-02-10,Saturday,1,2,Short Eats,0,None,0,32.0,2.5,0,171,158
2024-02-10,Saturday,1,2,Beverages,0,None,0,32.3,6.8,0,130,124
2024-02-11,Sunday,1,2,Rice & Curry,0,None,0,31.2,0.4,0,105,118
2024-02-11,Sunday,1,2,Fried Rice,0,None,0,30.6,2.4,0,179,177
2024-02-11,Sunday,1,2,Kottu,0,None,0,27.6,2.1,0,140,131
2024-02-11,Sunday,1,2,Short Eats,0,None,0,29.4,2.6,0,146,149
2024-02-11,Sunday,1,2,Beverages,0,None,0,28.7,2.8,0,105,117
2024-02-12,Monday,0,2,Rice & Curry,0,None,0,26.8,5.7,0,80,60
2024-02-12,Monday,0,2,Fried Rice,0,None,0,31.7,3.1,0,120,91
2024-02-12,Monday,0,2,Kottu,0,None,0,29.3,1.2,0,162,128
2024-02-12,Monday,0,2,Short Eats,0,None,0,26.9,2.9,0,157,146
2024-02-12,Monday,0,2,Beverages,0,None,0,28.1,2.7,0,174,139
2024-02-13,Tuesday,0,2,Rice & Curry,0,None,0,28.7,6.3,0,167,155
2024-02-13,Tuesday,0,2,Fried Rice,0,None,0,32.1,0.3,0,85,63
2024-02-13,Tuesday,0,2,Kottu,0,None,0,30.3,3.3,0,136,99
2024-02-13,Tuesday,0,2,Short Eats,0,None,0,26.1,3.2,0,158,120
2024-02-13,Tuesday,0,2,Beverages,0,None,0,26.9,1.4,0,165,126
2024-02-14,Wednesday,0,2,Rice & Curry,0,None,1,32.0,3.2,0,192,180
2024-02-14,Wednesday,0,2,Fried Rice,0,None,1,29.0,0.0,0,172,153
2024-02-14,Wednesday,0,2,Kottu,0,None,1,28.0,8.7,0,107,88
2024-02-14,Wednesday,0,2,Short Eats,0,None,1,30.3,8.1,0,137,122
2024-02-14,Wednesday,0,2,Beverages,0,None,1,32.8,6.0,0,191,139
2024-02-15,Thursday,0,2,Rice & Curry,0,None,1,29.7,1.3,0,181,129
2024-02-15,Thursday,0,2,Fried Rice,0,None,1,29.4,3.1,0,144,130
2024-02-15,Thursday,0,2,Kottu,0,None,1,32.0,9.8,0,129,120
2024-02-15,Thursday,0,2,Short Eats,0,None,1,30.4,2.0,0,160,114
2024-02-15,Thursday,0,2,Beverages,0,None,1,26.3,5.1,0,92,82
2024-02-16,Friday,0,2,Rice & Curry,0,None,0,28.3,6.8,0,149,104
2024-02-16,Friday,0,2,Fried Rice,0,None,0,31.6,0.3,0,126,90
2024-02-16,Friday,0,2,Kottu,0,None,0,29.1,2.4,0,148,108
2024-02-16,Friday,0,2,Short Eats,0,None,0,26.9,0.6,0,121,98
2024-02-16,Friday,0,2,Beverages,0,None,0,32.1,1.4,0,139,124
2024-02-17,Saturday,1,2,Rice & Curry,0,None,0,32.9,4.3,0,104,89
2024-02-17,Saturday,1,2,Fried Rice,0,None,0,27.0,3.9,0,120,119
2024-02-17,Saturday,1,2,Kottu,0,None,0,29.8,1.3,0,126,127
2024-02-17,Saturday,1,2,Short Eats,0,None,0,28.4,13.1,0,85,74
2024-02-17,Saturday,1,2,Beverages,0,None,0,29.4,0.7,0,185,205
2024-02-18,Sunday,1,2,Rice & Curry,0,None,0,30.6,1.7,0,129,133
2024-02-18,Sunday,1,2,Fried Rice,0,None,0,26.9,2.3,0,115,109
2024-02-18,Sunday,1,2,Kottu,0,None,0,30.7,0.3,0,129,141
2024-02-18,Sunday,1,2,Short Eats,0,None,0,28.1,6.2,0,129,114
2024-02-18,Sunday,1,2,Beverages,0,None,0,29.1,5.9,0,90,85
2024-02-19,Monday,0,2,Rice & Curry,0,None,0,26.5,18.2,0,197,168
2024-02-19,Monday,0,2,Fried Rice,0,None,0,26.8,1.5,0,152,116
2024-02-19,Monday,0,2,Kottu,0,None,0,29.7,2.6,0,140,105
2024-02-19,Monday,0,2,Short Eats,0,None,0,31.7,5.4,0,140,124
2024-02-19,Monday,0,2,Beverages,0,None,0,27.3,3.4,0,111,93
2024-02-20,Tuesday,0,2,Rice & Curry,0,None,0,27.3,0.2,0,140,110
